Absorption cross-sections of BrONO2 at 298 K (1.e-20) from IUPAC
  61 (f3.0,1x,f8.3)
200 680
205 520
210 361
215 292
220 256
225 230
230 205
235 175
240 140
245 106
250 79.7
255 60.0
260 47.1
265 38.9
270 33.8
275 30.5
280 27.9
285 25.6
290 23.2
295 20.8
300 18.6
305 16.5
310 14.5
315 12.7
320 11.3
325 10.2
330 9.32
335 8.62
340 8.06
345 7.57
350 7.01
355 6.52
360 5.99
365 5.43
370 4.89
375 4.35
380 3.85
385 3.37
390 2.97
395 2.59
400 2.28
405 2.01
410 1.81
415 1.65
420 1.50
425 1.38
430 1.29
435 1.20
440 1.11
445 1.03
450 0.928
455 0.831
460 0.742
465 0.652
470 0.566
475 0.461
480 0.392
485 0.397
490 0.249
495 0.207
500 0.150

