Absorption cross-sections of ClNO2 at 298 K (1.e-20) from IUPAC
  53 (f3.0,1x,f8.3)
205 309.8
210 326.2
215 346.2
220 325.7
225 282.7
230 222.3
235 171.2
240 135.7
245 111.5
250 92.86
255 76.12
260 60.26
265 46.26
270 35.11
275 27.12
280 22.50
285 18.80
290 17.05
295 15.85
300 14.75
305 13.48
310 12.03
315 10.42
320 8.809
325 7.246
330 5.831
335 4.600
340 3.572
345 2.734
350 2.077
355 1.564
360 1.170
365 0.8726
370 0.6501
375 0.4836
380 0.3593
385 0.2687
390 0.2008
395 0.1498
400 0.1125
405 0.08471
410 0.06419
415 0.04858
420 0.03627
425 0.02777
430 0.02168
435 0.01668
440 0.01234
445 0.009395
450 0.007482
455 0.006059
460 0.004981
465 0.003794
470 0.003169
